DISTRITO;PROVINCIA;ZONA;NOMBRE DE LA INSTITUCIÓN;SOSTENIMIENTO;MATRÍCULA EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);PENSIÓN EDUCACIÓN INICIAL (ALUMNOS DE 0-36 MESES);MATRÍCULA EDUCACIÓN INICIAL;PENSIÓN EDUCACIÓN INICIAL;MATRÍCULA EDUCACIÓN BASICA;PENSIÓN EDUCACIÓN BASICA;MATRÍCULA EDUCACIÓN BASICA SUPERIOR;PENSIÓN EDUCACIÓN BASICA SUPERIOR;MATRÍCULA BACHILLERATO;PENSIÓN BACHILLERATO;ESTADO;TELEFONO;SECTOR;DIRECCION;"TERAPIA DE LENGUAJE 
NOMBRE DE CONTACTO";"TERAPIA DE LENGUAJE 
CARGO CONTACTO";"TERAPIA DE LENGUAJE 
EMAIL";"TERAPIA DE LENGUAJE
PROCESO REALIZADO";"TERAPIA DE LENGUAJE
RESPONSABLE";"TERAPIA DE LENGUAJE
FECHA DE CONTACTO";"TL
GENERAL OBSERVACIONES";"TL
FECHA PROXIMO CONTACTO";"PSICOLOGIA
NOMBRE DE CONTACTO";"PSICOLOGIA
CARGO CONTACTO";"PSICOLOGIA
EMAIL";"PSICOLOGIA
PROCESO REALIZADO";"PSICOLOGIA
RESPONSABLE";"PSICOLOGIA
OBSERVACIÓN";"P
GENERAL OBSERVACIONES";"P
FECHA PROXIMO CONTACTO";"VYA
NOMBRE DE CONTACTO";"VYA
CARGO CONTACTO";"VYA
EMAIL";"VYA
PROCESO REALIZADO";"VYA
RESPONSABLE";"VYA
OBSERVACIÓN";"VYA
GENERAL OBSERVACIONES";"VYA
FECHA PROXIMO
 CONTACTO"
17D05;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA HAPPY
KIDS";PARTICULAR;272,25;363,00;226,88;363,00;;;;;;;CONTACTADO;098 017 6966;NORTE UIO;CALLE DE LOS CAFETOS Y DALIAS;;;np.happykids@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;"CENTRO INFANTIL BILINGUE SMALL
LEADERS";PARTICULAR;282,68;376,90;235,56;376,90;;;;;;;CONTACTADO;098 308 9942;NORTE UIO;PABLO DEL SOLAR E4-65 Y LUIS VELOZ, EL INCA;;;info@centroinfantil-smallleaders.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CENTRO INFANTIL BILINGUE MANUELA SAENZ;PARTICULAR;158,55;253,68;158,55;253,68;;;;;;;CONTACTADO;099 808 5587;NORTE UIO;Manuela Saenz N34-403,. MAÑOSCA;;;contacto@cdimanuelasaenz.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI EL ANGEL GABRIEL;PARTICULAR;165,63;220,83;138,02;220,83;;;;;;;;098 320 1369;NORTE UIO;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI EL ANGEL GABRIEL;PARTICULAR;165,63;220,83;138,02;220,83;;;;;;;;;;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI CLAP CLAP KIDS;PARTICULAR;214,65;343,44;214,65;343,44;;;;;;;CONTACTADO;+593 98 741 3891 / 02-326-1289;NORTE UIO;General Manuel Tamayo E15-164 y Victor Martillo Sector Embajada Americana;;;info@clapclapkids.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;"LOS PEQUEÑOS PLANEADORES DEL
FUTURO";PARTICULAR;97,50;130,00;81,25;130,00;;;;;;;;;;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI ONLY KIDS;PARTICULAR;210,00;280,00;175,00;280,00;;;;;;;CONTACTADO;02 245 3806;NORTE UIO;JORGE DROM N39-213;;;onlykids1999@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO INFANTIL
GENTE MENUDA";PARTICULAR;118,80;190,08;66,82;106,92;;;;;;;;;;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;TALLER NIKO BARI;PARTICULAR;206,55;275,40;172,12;275,40;;;;;;;CONTACTADO;2243 - 213;NORTE UIO;Marcos Aguirre OE4- 113 y Av. Brasil;;;tallernikobari@hotmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA
PARTICULAR MONTESSORI";PARTICULAR;219,31;350,90;219,31;350,90;294,94;471,90;;;;;CONTACTADO;02 2 450047;NORTE UIO;Hidalgo de Pinto N42-224 (Quito Tenis);;;eljardinmontessori@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;LA ALDEA;PARTICULAR;182,19;291,50;182,19;291,50;;;;;;;CONTACTADO;;TUMBACO;Calle Manuel Burbano y Linea Ferrea, San Jose Puembo.(a 200m de la Hosteria San Jose)., Puembo, Ecuador;;;laaldeapuembo@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI SAN ANDRES;PARTICULAR;165,00;220,00;137,50;220,00;;;;;;;CONTACTADO;(02) 223-7565;NORTE UIO;Alejandro Valdéz 260 y AV. La Gasca, Quito, Ecuador;;;cisandres1@hotmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;TALLER INTEGRALKIDS;PARTICULAR;180,00;240,00;150,00;240,00;;;;;;;CONTACTADO;099 870 4177;NORTE UIO;Isla Isabela N44-617 y 6 de Diciembre, Quito, Ecuador;;;integralkids@yahoo.es;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;SWEET KIDS;PARTICULAR;208,73;278,30;173,94;278,30;;;;;;;CONTACTADO;(02) 226-2297;NORTE UIO;Calle C y Granados , Quito, Ecuador;;;sweetkidsec@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CENTRO INFANTIL DISCOVERYBB;PARTICULAR;157,19;251,51;157,19;251,51;;;;;;;;;;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI VALLE DE BERACA;PARTICULAR;;;87,74;140,38;;;;;;;;;;CERRADO PERMANENTEMENTE;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;SINDAMANOY;PARTICULAR;165,00;220,00;131,00;210,00;;;;;;;;;;GASTRONOMIA;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;SOLO PARA NIÑOS;PARTICULAR;157,50;210,00;143,75;230,00;;;;;;;;;;CERRADO PERMANENTEMENTE;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL
PARA LA PRIMERA INFANCIA TODDLERS DAYCARE";PARTICULAR;168,75;270,00;168,75;270,00;;;;;;;;098 759 4873;NORTE UIO;Francisco Feijoo N42-226 y Mariano Echeverría, Quito, Ecuador;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;TALLER INFANTIL ALOUETTE;PARTICULAR;294;470;294;470;;;;;;;CONVENIO;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CEDIPI SUEÑOS DE PAPEL;PARTICULAR;108,00;172,80;108,00;172,80;;;;;;;CONTACTADO;099 872 1157;NORTE UIO;Calle OE4-66;;;centroinfantilsdepapel@hotmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA MADRE
LIVIA LANESELLI";PARTICULAR;62,04;99,27;62,67;100,27;65,80;105,28;;;;;;;;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI NUEVO DIA;PARTICULAR;120,00;160,00;100,00;160,00;;;;;;;CONTACTADO;099 291 2327;NORTE UIO;Jorge Juan N31-71 y San Gabriel, Quito, Ecuador;;;cei-nuevodia@outlook.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;SMILING;PARTICULAR;;;229,69;367,50;;;;;;;;;;NO EXISTE;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;SEED GROW;PARTICULAR;;;150,00;240,00;;;;;;;;0996573957 / 0993926868;NORTE UIO;Manuel Valdiviezo oe3-130 y Jaime chiriboga;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI PARAISO MAGICO;PARTICULAR;;;82,72;132,36;;;;;;;CONTACTADO;;NORTE UIO;Los Linares 4-338;;;cdielparaisomagico@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;EUREKA KIDS;PARTICULAR;;;199,38;319,00;;;;;;;;099 276 7560;NORTE UIO;La Industrial Oe7-90, PINAR BAJO;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;SIERRA - AMAZONIA;9;"CENTRO DE DESARROLLO INTEGRAL
PARA LA PRIMERA INFANCIA EL PARQUE";PARTICULAR;273,14;364,19;239,60;383,36;;;;;;;CONTACTADO;099 737 2081 / (02) 256-8683;NORTE UIO;Baquerizo Moreno E7-50;;;administracion@elparquecentroeducativo.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO INFANTIL LA
CASITA DE ANDRE";PARTICULAR;165,00;220,00;137,50;220,00;;;;;;;;099 547 0044;NORTE UIO;Juan Arauz N51-97;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;JATARINA;PARTICULAR;225,00;300,00;187,50;300,00;;;;;;;CONTACTADO;098 331 7107;NORTE UIO;Urbanización Pinar Alto, Calle D N47-09 , Quito, Ecuador;;;jatarinaedu@gmail.com;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;"CENTRO EDUCATIVO PEQUEÑOS
CREATIVOS";PARTICULAR;40,56;64,90;40,56;64,90;41,19;65,90;;;;;;;;;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;KIDS CORNER CENTRO DE DESARROLLO INICIAL / BABY CORNER;PARTICULAR;168,86;270,17;168,86;270,17;;;;;;;;097 861 0003 / 099 853 6885;NORTE UIO;Ruiz de Castilla 763;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;MEKANOS;PARTICULAR;189,75;253,00;158,13;253,00;;;;;;;CONTACTADO;(02) 292-4391;NORTE UIO;Juan Illanes N39-78 Urb. Jardines del Batan;;;timekanos@yahoo.es;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDIPI CRAYONES Y COLORES;PARTICULAR;380,70;507,60;317,25;507,60;;;;;;;;098 601 4825;NORTE UIO;Gaspar Cañero E10-47;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;LICEO LA COLINA;PARTICULAR;;;102,77;164,43;106,31;170,10;;;;;;;;CERRADO PERMANENTEMENTE;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;MY FIRST STUDY;PARTICULAR;170,10;226,80;121,50;194,40;121,50;194,40;;;;;;098 462 0601;NORTE UIO;Parroquia de Zambiza. Calle San Miguel y Guayaquil,;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;INTEGRAL KIDS CAMP;PARTICULAR;245,28;392,45;245,28;392,45;;;;;;;;;;ES UN CENTRO COMO MEDES;;;;;PAMELA;;;;;;;;;;;;;;;;;;;
17D05;"SIERRA -
AMAZONIA";9;CDI ARBOL DE VIDA;PARTICULAR;238,70;381,92;238,70;381,92;;;;;;;CONTACTADO;999813825;NORTE UIO;Calle Francisco de la Pita y Primera Transversal N45-61;;;info@arboldevida.edu.ec;CORREO ENVIADO;PAMELA;04/04/2025;HACER SEGUIMIENTO;07/04/2025;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA SAGRADO
CORAZON DE JESUS";PARTICULAR;;;;;69,94;111,91;69,94;111,91;71,08;113,72;;;SUR UIO;Calle Francisco de la Pita y Primera Transversal N45-61;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA SAGRADO
CORAZON DE JESUS";PARTICULAR;;;;;70,31;112,49;70,31;112,49;71,44;114,31;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;SALOMON;PARTICULAR;;;47,64;76,23;47,64;76,23;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CELSIS;PARTICULAR;;;83,67;133,87;83,67;133,87;83,67;133,87;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
ADVENTISTA DEL SUR";PARTICULAR;;;;;64,36;102,97;64,36;102,97;65,55;104,88;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO GIOVANNI PASCOLI;PARTICULAR;;;;;36,25;58,00;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;COLEGIO SAN MARINO;PARTICULAR;;;66,64;106,62;66,64;106,62;66,64;106,62;70,00;112,00;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA JESUS DE
NAZARETH";PARTICULAR;;;92,98;148,76;92,98;148,76;92,98;148,76;99,85;159,76;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA JESUS DE
NAZARETH";PARTICULAR;;;95,86;153,38;95,86;153,38;95,86;153,38;102,75;164,38;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;GEORGE BERNARD SHAW;PARTICULAR;;;47,76;76,42;47,76;76,42;47,76;76,42;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;GEORGE BERNARD SHAW;PARTICULAR;;;52,00;83,20;52,00;83,20;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"COLEGIO FISCOMISIONAL MARIA
AUGUSTA URRUTIA";FISCOMISIONAL;;;;;;;018;029;018;029;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PROYECTO J;PARTICULAR;;;40,29;64,47;51,02;81,64;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;ARISTOTELES;PARTICULAR;;;51,45;82,32;51,45;82,32;52,39;83,82;52,39;83,82;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;EDUARDO CARRION EGUIGUREN;FISCOMISIONAL;;;;;016;026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"ESCUELA PARTICULAR FRATERNIDAD
CRISTIANA";PARTICULAR;;;68,92;110,28;68,92;110,28;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;INEPE;PARTICULAR;35,47;56,75;35,47;56,75;35,47;56,75;35,47;56,75;75,68;121,09;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PEQUEÑITOS DEL PRESENTE;PARTICULAR;54,50;87,20;54,50;87,20;54,50;87,20;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;COLEGIO TECNICO SAN JOSE;FISCOMISIONAL;;;;;;;033;053;033;053;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;GONZALO CORDERO CRESPO;FISCOMISIONAL;;;;;011;018;011;018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA SANTA
DOROTEA";PARTICULAR;;;63,17;101,08;63,17;101,08;63,17;101,08;64,30;102,88;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"SION INTERNATIONAL CHISTIAN
SCHOOL";PARTICULAR;;;99,20;158,73;99,20;158,73;99,20;158,73;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;LICEO IBEROAMERICA;PARTICULAR;;;61,42;98,26;61,42;98,26;61,42;98,26;64,55;103,28;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;GENIOS BACH;PARTICULAR;;;43,67;69,87;;;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PIO JARAMILLO ALVARADO;PARTICULAR;;;;;76,68;122,68;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PIO JARAMILLO ALVARADO;PARTICULAR;;;;;76,74;122,76;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PENSIONADO SUDAMERICANO;PARTICULAR;;;74,96;119,94;74,96;119,94;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA PARTICULAR
SAN JOSE LA SALLE";PARTICULAR;;;;;81,12;129,79;81,12;129,79;83,49;133,58;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PENSIONADO TARQUI;PARTICULAR;;;53,12;85,00;53,12;85,00;53,12;85,00;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;ECUADOR PATRIA MIA;PARTICULAR;;;;;50,82;81,31;54,73;87,57;58,64;93,82;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA PAULO VI;PARTICULAR;;;;;95,83;153,33;97,05;155,28;97,05;155,28;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CENTRO EDUCATIVO AGAPE;PARTICULAR;;;68,37;109,39;68,37;109,39;68,37;109,39;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;ESCUELA VOLVAN COTOPAXI;PARTICULAR;79,85;127,77;79,85;127,77;79,85;127,77;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;PIO JARAMILLO;PARTICULAR;;;;;;;78,74;125,98;78,74;125,98;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CHARLES DE GAULLE;PARTICULAR;;;;;26,00;42,00;26,00;42,00;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;METROPOLITANO JOSE MILLER;PARTICULAR;;;;;;;33,86;54,18;33,86;54,18;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;COTOPAXI 2;PARTICULAR;49,84;79,74;49,29;78,86;49,29;78,86;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;LICEO LA SIEMBRA;PARTICULAR;;;25,99;41,58;25,99;41,58;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;MASTER;PARTICULAR;;;;;;;39,00;62,40;39,00;62,40;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CDI NACIENTE PROMETEO;PARTICULAR;75,85;101,14;57,46;91,94;;;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"COLEGIO A DISTANCIA SEGUNDO
TORRES";PARTICULAR;;;;;;;58,33;93,32;58,33;93,32;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"INSTITUCION  EDUCATIVA NUESTRA
SEÑORA DEL CISNE";PARTICULAR;;;;;65,64;105,03;65,64;105,03;65,64;105,03;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"INSTITUCION  EDUCATIVA NUESTRA
SEÑORA DEL CISNE";PARTICULAR;;;;;59,78;95,64;59,78;95,64;59,78;95,64;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CERRO HERMOSO;PARTICULAR;;;68,06;108,90;68,06;108,90;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"FERNANDEZ SALVADOR
VILLAVICENCIO PONCE";PARTICULAR;;;44,81;71,69;56,72;90,75;56,72;90,75;63,40;101,43;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA VALM JORGE
CRUZ POLANCO";PARTICULAR;;;44,25;70,80;45,75;73,20;46,50;74,40;46,50;74,40;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;ESCUELA YAVIRAC;PARTICULAR;;;60,98;97,57;60,98;97,57;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;ALEXANDER FERSMAN;PARTICULAR;;;42,18;67,48;53,14;85,02;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;DE LAS AMERICAS;PARTICULAR;;;40,73;65,18;40,73;65,18;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;DE LAS AMERICAS;PARTICULAR;;;49,95;79,94;49,95;79,94;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;FORJADORES DEL FUTURO;PARTICULAR;;;60,50;96,80;37,81;60,50;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CRISTIANA KYRYOS;PARTICULAR;;;;;50,24;80,39;50,24;80,39;51,97;83,16;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CLAUDIO MONTEVERDI;PARTICULAR;;;30,32;48,51;30,32;48,51;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"INSTITUCION EDUCATIVA
PARTICULAR MERLEAU PONTY";PARTICULAR;;;;;20,62;33,00;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"PLANTEL EDUCATIVO PARTICULAR
ZEUS";PARTICULAR;;;40,84;65,34;40,84;65,34;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA SANTA MARIA D
MAZZARELLO";PARTICULAR;;;;;54,63;87,41;54,63;87,41;55,83;89,32;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA SANTA MARIA D
MAZZARELLO";PARTICULAR;;;;;50,06;80,09;50,06;80,09;51,26;82,02;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;CDIPI DULCE MARIA LOYNAZ;PARTICULAR;45,00;60,00;31,25;50,00;;;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"UNIDAD EDUCATIVA JOHANN
STRAUSS";PARTICULAR;;;84,38;135,00;84,38;135,00;84,38;135,00;90,62;145,00;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;"CENTRO DE DESARROLLO MARCELO
PAUL";PARTICULAR;;;22,28;35,64;22,28;35,64;;;;;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;SIERRA - AMAZONIA;9;UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ DE FE Y ALEGRIA;FISCOMISIONAL;;;016;026;016;026;016;026;016;026;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA PEREZ PALLARES;PARTICULAR;;;;;52,44;83,91;52,44;83,91;52,44;83,91;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
17D06;"SIERRA -
AMAZONIA";9;UNIDAD EDUCATIVA PEREZ PALLARES;PARTICULAR;;;;;52,44;83,91;52,44;83,91;52,44;83,91;;;SUR UIO;;;;;;;;;;;;;;;;;;;;;;;;;
